shipment_id,origin,destination,carrier,mode,scheduled_departure,scheduled_arrival,distance_km,cargo_value,container_type,customer_tier
SH828,Port of Singapore,Port of Shanghai,Apex Cargo,Air,2026-06-18T08:00:00,2026-06-18T05:00:00,4770,2452110,Open Top,Tier 1
SH829,Port of Tokyo,Port of Mumbai,Swift Logistics,Road,2026-06-14T08:00:00,2026-06-21T15:00:00,12822,3073846,Flat Rack,Tier 3
SH830,Port of Mumbai,Port of New York,Atlas Freight,Rail,2026-06-22T08:00:00,2026-06-29T14:00:00,10972,7829008,Dry Van,Tier 3
SH831,Port of Tokyo,Port of Shanghai,Swift Logistics,Air,2026-06-27T08:00:00,2026-06-27T08:00:00,6719,1774854,Open Top,Tier 2
SH832,Port of Shanghai,Port of Dubai,Atlas Freight,Road,2026-06-03T08:00:00,2026-06-11T00:00:00,13479,6655949,Standard,Tier 3
SH833,Port of Singapore,Port of Shanghai,Swift Logistics,Rail,2026-06-16T08:00:00,2026-06-18T04:00:00,3139,1749660,Open Top,Tier 3
SH834,Port of Los Angeles,Port of Shanghai,Swift Logistics,Rail,2026-06-22T08:00:00,2026-06-28T12:00:00,9376,897405,Open Top,Tier 3
SH835,Port of Hamburg,Port of Dubai,Apex Cargo,Ocean,2026-06-11T08:00:00,2026-06-14T09:00:00,4060,5565328,Dry Van,Tier 3
SH836,Port of Rotterdam,Port of Singapore,Apex Cargo,Road,2026-06-07T08:00:00,2026-06-09T12:00:00,4229,5954214,Standard,Tier 3
SH837,Port of Tokyo,Port of Dubai,Apex Cargo,Rail,2026-06-18T08:00:00,2026-06-22T05:00:00,6085,410306,Dry Van,Tier 2
SH838,Port of Newark,Port of Sydney,Swift Logistics,Air,2026-06-26T08:00:00,2026-06-26T12:00:00,10062,4279228,Standard,Tier 3
SH839,Port of Newark,Port of Shanghai,Apex Cargo,Ocean,2026-06-21T08:00:00,2026-06-30T22:00:00,11940,1637542,Open Top,Tier 2
SH840,Port of Los Angeles,Port of Mumbai,Atlas Freight,Ocean,2026-06-06T08:00:00,2026-06-08T01:00:00,2485,6284408,Dry Van,Tier 2
SH841,Port of Mumbai,Port of New York,Swift Logistics,Air,2026-06-03T08:00:00,2026-06-03T04:00:00,3381,342007,Dry Van,Tier 1
SH842,Port of Shanghai,Port of Dubai,Global Trans,Rail,2026-06-03T08:00:00,2026-06-09T21:00:00,9956,9808579,Flat Rack,Tier 1
SH843,Port of Mumbai,Port of Hamburg,Atlas Freight,Ocean,2026-06-16T08:00:00,2026-06-18T11:00:00,2976,9885003,Dry Van,Tier 3
SH844,Port of Singapore,Port of London,Swift Logistics,Road,2026-06-10T08:00:00,2026-06-13T03:00:00,5318,9805672,Dry Van,Tier 2
SH845,Port of Rotterdam,Port of Mumbai,Global Trans,Rail,2026-06-29T08:00:00,2026-06-30T20:00:00,8415,7044791,Reefer,Tier 2
SH846,Port of Hamburg,Port of Singapore,Apex Cargo,Air,2026-06-07T08:00:00,2026-06-07T09:00:00,7737,9239215,Standard,Tier 1
SH847,Port of Tokyo,Port of Hamburg,Global Trans,Air,2026-06-29T08:00:00,2026-06-29T13:00:00,10732,3712097,Open Top,Tier 1
SH848,Port of Shanghai,Port of Singapore,Atlas Freight,Road,2026-06-04T08:00:00,2026-06-05T00:00:00,1691,3948888,Flat Rack,Tier 3
SH849,Port of Shanghai,Port of Singapore,Swift Logistics,Ocean,2026-06-18T08:00:00,2026-06-25T01:00:00,8487,6437958,Flat Rack,Tier 3
SH850,Port of Tokyo,Port of Hamburg,Apex Cargo,Ocean,2026-06-09T08:00:00,2026-06-15T04:00:00,7415,3725049,Flat Rack,Tier 3
SH851,Port of Newark,Port of Dubai,Oceanic Link,Air,2026-06-10T08:00:00,2026-06-10T02:00:00,1640,4041818,Dry Van,Tier 3
SH852,Port of Hamburg,Port of London,Apex Cargo,Rail,2026-06-20T08:00:00,2026-06-20T17:00:00,1048,3422105,Open Top,Tier 3
SH853,Port of Tokyo,Port of Hamburg,Atlas Freight,Road,2026-06-14T08:00:00,2026-06-20T03:00:00,10330,4651318,Flat Rack,Tier 3
SH854,Port of Singapore,Port of Dubai,Apex Cargo,Road,2026-06-23T08:00:00,2026-06-23T17:00:00,1234,1121192,Reefer,Tier 2
SH855,Port of Shanghai,Port of London,Global Trans,Ocean,2026-06-06T08:00:00,2026-06-08T23:00:00,3584,3665590,Open Top,Tier 2
SH856,Port of Rotterdam,Port of Hamburg,Swift Logistics,Air,2026-06-27T08:00:00,2026-06-27T04:00:00,3433,3341987,Flat Rack,Tier 2
SH857,Port of Los Angeles,Port of Dubai,Oceanic Link,Rail,2026-06-23T08:00:00,2026-06-30T04:00:00,11778,5542952,Open Top,Tier 3
SH858,Port of Mumbai,Port of Hamburg,Swift Logistics,Air,2026-06-16T08:00:00,2026-06-16T07:00:00,6231,7250262,Dry Van,Tier 3
SH859,Port of Tokyo,Port of New York,Swift Logistics,Rail,2026-06-17T08:00:00,2026-06-19T23:00:00,4293,2353707,Open Top,Tier 2
SH860,Port of Tokyo,Port of London,Apex Cargo,Road,2026-06-18T08:00:00,2026-06-24T17:00:00,11285,1170803,Standard,Tier 3
SH861,Port of Tokyo,Port of New York,Apex Cargo,Air,2026-06-19T08:00:00,2026-06-19T08:00:00,6540,2538144,Dry Van,Tier 3
SH862,Port of Mumbai,Port of Dubai,Atlas Freight,Road,2026-06-26T08:00:00,2026-06-30T06:00:00,13886,8824821,Flat Rack,Tier 1
SH863,Port of Newark,Port of London,Swift Logistics,Rail,2026-06-13T08:00:00,2026-06-17T17:00:00,6822,1927779,Dry Van,Tier 3
SH864,Port of Shanghai,Port of London,Atlas Freight,Road,2026-06-27T08:00:00,2026-06-27T12:00:00,878,7058642,Flat Rack,Tier 1
SH865,Port of Shanghai,Port of Dubai,Atlas Freight,Road,2026-06-01T08:00:00,2026-06-03T10:00:00,4124,1079242,Dry Van,Tier 3
SH866,Port of Singapore,Port of Shanghai,Atlas Freight,Ocean,2026-06-16T08:00:00,2026-06-21T12:00:00,6620,2788384,Dry Van,Tier 3
SH867,Port of Newark,Port of Dubai,Atlas Freight,Road,2026-06-17T08:00:00,2026-06-20T14:00:00,6065,221277,Flat Rack,Tier 3
SH868,Port of Los Angeles,Port of Shanghai,Atlas Freight,Road,2026-06-06T08:00:00,2026-06-09T20:00:00,6469,6612865,Reefer,Tier 1
SH869,Port of Rotterdam,Port of Singapore,Global Trans,Rail,2026-06-13T08:00:00,2026-06-20T15:00:00,10986,4465239,Dry Van,Tier 3
SH870,Port of Shanghai,Port of Hamburg,Apex Cargo,Rail,2026-06-02T08:00:00,2026-06-08T22:00:00,9971,5884611,Standard,Tier 2
SH871,Port of Mumbai,Port of Shanghai,Atlas Freight,Air,2026-06-29T08:00:00,2026-06-29T11:00:00,9580,4399025,Reefer,Tier 2
SH872,Port of Tokyo,Port of Singapore,Apex Cargo,Ocean,2026-06-17T08:00:00,2026-06-21T06:00:00,5145,2755421,Dry Van,Tier 2
SH873,Port of Hamburg,Port of Singapore,Oceanic Link,Rail,2026-06-21T08:00:00,2026-06-29T05:00:00,11857,4702124,Open Top,Tier 2
SH874,Port of Mumbai,Port of Sydney,Apex Cargo,Rail,2026-06-16T08:00:00,2026-06-20T19:00:00,6949,1379785,Standard,Tier 1
SH875,Port of Singapore,Port of Shanghai,Global Trans,Rail,2026-06-17T08:00:00,2026-06-17T18:00:00,1096,2808566,Reefer,Tier 3
SH876,Port of Tokyo,Port of Mumbai,Apex Cargo,Ocean,2026-06-08T08:00:00,2026-06-18T08:00:00,12423,7109903,Dry Van,Tier 1
SH877,Port of Shanghai,Port of London,Global Trans,Ocean,2026-06-22T08:00:00,2026-06-27T09:00:00,6453,1025112,Dry Van,Tier 3
SH878,Port of Mumbai,Port of Dubai,Apex Cargo,Air,2026-06-01T08:00:00,2026-06-01T13:00:00,10990,5197501,Standard,Tier 3
SH879,Port of Tokyo,Port of Mumbai,Oceanic Link,Rail,2026-06-11T08:00:00,2026-06-16T09:00:00,7799,2945107,Flat Rack,Tier 2
SH880,Port of Rotterdam,Port of Shanghai,Oceanic Link,Rail,2026-06-16T08:00:00,2026-06-23T12:00:00,10845,5326776,Open Top,Tier 3
SH881,Port of Singapore,Port of Shanghai,Global Trans,Air,2026-06-17T08:00:00,2026-06-17T06:00:00,5067,5143388,Reefer,Tier 2
SH882,Port of Hamburg,Port of Sydney,Apex Cargo,Air,2026-06-19T08:00:00,2026-06-19T17:00:00,13764,8943518,Reefer,Tier 3
SH883,Port of Mumbai,Port of Dubai,Global Trans,Air,2026-06-08T08:00:00,2026-06-08T05:00:00,4279,2452114,Reefer,Tier 3
SH884,Port of Mumbai,Port of Singapore,Global Trans,Ocean,2026-06-29T08:00:00,2026-06-30T17:00:00,5687,930432,Open Top,Tier 3
SH885,Port of Hamburg,Port of Dubai,Oceanic Link,Road,2026-06-19T08:00:00,2026-06-27T11:00:00,14242,4934299,Reefer,Tier 2
SH886,Port of Mumbai,Port of London,Swift Logistics,Air,2026-06-15T08:00:00,2026-06-15T17:00:00,13627,9404933,Standard,Tier 1
SH887,Port of Tokyo,Port of Dubai,Oceanic Link,Road,2026-06-20T08:00:00,2026-06-25T01:00:00,8495,8068205,Flat Rack,Tier 3
SH888,Port of Mumbai,Port of New York,Swift Logistics,Ocean,2026-06-16T08:00:00,2026-06-18T14:00:00,3101,5770673,Standard,Tier 3
SH889,Port of Singapore,Port of Shanghai,Global Trans,Ocean,2026-06-24T08:00:00,2026-06-25T12:00:00,1817,431325,Standard,Tier 3
SH890,Port of Mumbai,Port of Sydney,Swift Logistics,Ocean,2026-06-01T08:00:00,2026-06-08T04:00:00,8607,5318961,Dry Van,Tier 3
SH891,Port of Los Angeles,Port of London,Apex Cargo,Air,2026-06-21T08:00:00,2026-06-21T13:00:00,10648,56464,Dry Van,Tier 2
SH892,Port of Hamburg,Port of London,Swift Logistics,Ocean,2026-06-01T08:00:00,2026-06-09T03:00:00,9769,6535671,Reefer,Tier 3
SH893,Port of Los Angeles,Port of Hamburg,Swift Logistics,Ocean,2026-06-12T08:00:00,2026-06-22T13:00:00,12652,9499146,Open Top,Tier 3
SH894,Port of Tokyo,Port of Hamburg,Apex Cargo,Rail,2026-06-18T08:00:00,2026-06-22T01:00:00,5825,6864285,Dry Van,Tier 3
SH895,Port of Hamburg,Port of Mumbai,Apex Cargo,Rail,2026-06-22T08:00:00,2026-06-23T15:00:00,2361,5152367,Standard,Tier 3
SH896,Port of Tokyo,Port of London,Global Trans,Air,2026-06-23T08:00:00,2026-06-23T10:00:00,8581,7603925,Flat Rack,Tier 1
SH897,Port of Singapore,Port of London,Atlas Freight,Road,2026-06-27T08:00:00,2026-06-30T10:00:00,7437,1482672,Open Top,Tier 1
SH898,Port of Shanghai,Port of London,Apex Cargo,Air,2026-06-06T08:00:00,2026-06-06T02:00:00,2090,4455113,Standard,Tier 3
SH899,Port of Tokyo,Port of Shanghai,Apex Cargo,Air,2026-06-09T08:00:00,2026-06-09T15:00:00,12310,2669222,Flat Rack,Tier 1
SH900,Port of Shanghai,Port of Singapore,Swift Logistics,Air,2026-06-09T08:00:00,2026-06-09T13:00:00,10771,5413998,Reefer,Tier 3
SH901,Port of Shanghai,Port of London,Atlas Freight,Rail,2026-06-02T08:00:00,2026-06-04T03:00:00,3065,2150326,Reefer,Tier 1
SH902,Port of Mumbai,Port of London,Apex Cargo,Air,2026-06-15T08:00:00,2026-06-15T09:00:00,7599,978864,Reefer,Tier 3
SH903,Port of Singapore,Port of Dubai,Atlas Freight,Rail,2026-06-14T08:00:00,2026-06-20T12:00:00,9411,3345784,Dry Van,Tier 3
SH904,Port of Rotterdam,Port of Hamburg,Global Trans,Air,2026-06-15T08:00:00,2026-06-15T06:00:00,5234,2146419,Reefer,Tier 3
SH905,Port of Shanghai,Port of Singapore,Atlas Freight,Air,2026-06-25T08:00:00,2026-06-25T13:00:00,11186,6780713,Standard,Tier 3
SH906,Port of Hamburg,Port of Sydney,Apex Cargo,Air,2026-06-05T08:00:00,2026-06-05T05:00:00,4636,160957,Standard,Tier 1
SH907,Port of Shanghai,Port of Hamburg,Oceanic Link,Rail,2026-06-16T08:00:00,2026-06-22T23:00:00,10033,1245344,Standard,Tier 1
SH908,Port of Mumbai,Port of Dubai,Swift Logistics,Ocean,2026-06-13T08:00:00,2026-06-15T16:00:00,3208,7206406,Flat Rack,Tier 3
SH909,Port of Shanghai,Port of Hamburg,Global Trans,Rail,2026-06-14T08:00:00,2026-06-22T16:00:00,12487,7423356,Reefer,Tier 2
SH910,Port of Shanghai,Port of London,Atlas Freight,Air,2026-06-13T08:00:00,2026-06-13T09:00:00,7662,4759751,Dry Van,Tier 1
SH911,Port of Tokyo,Port of Dubai,Atlas Freight,Ocean,2026-06-25T08:00:00,2026-06-30T03:00:00,10986,7427426,Reefer,Tier 3
SH912,Port of Singapore,Port of Hamburg,Atlas Freight,Ocean,2026-06-01T08:00:00,2026-06-06T19:00:00,6981,5462319,Flat Rack,Tier 1
SH913,Port of Singapore,Port of Dubai,Oceanic Link,Rail,2026-06-03T08:00:00,2026-06-08T23:00:00,8596,5078427,Standard,Tier 2
SH914,Port of Rotterdam,Port of Mumbai,Global Trans,Road,2026-06-07T08:00:00,2026-06-09T13:00:00,4283,4200579,Open Top,Tier 3
SH915,Port of Mumbai,Port of Singapore,Atlas Freight,Rail,2026-06-10T08:00:00,2026-06-19T03:00:00,13195,5589004,Standard,Tier 1
SH916,Port of Mumbai,Port of Dubai,Apex Cargo,Road,2026-06-09T08:00:00,2026-06-17T02:00:00,13647,8712149,Open Top,Tier 1
SH917,Port of Mumbai,Port of Sydney,Global Trans,Air,2026-06-20T08:00:00,2026-06-20T12:00:00,10049,1400816,Reefer,Tier 1
SH918,Port of Tokyo,Port of Dubai,Atlas Freight,Rail,2026-06-12T08:00:00,2026-06-20T16:00:00,12528,5403369,Dry Van,Tier 3
SH919,Port of Mumbai,Port of Hamburg,Atlas Freight,Air,2026-06-02T08:00:00,2026-06-02T11:00:00,9247,2104048,Flat Rack,Tier 3
SH920,Port of Los Angeles,Port of Hamburg,Apex Cargo,Rail,2026-06-15T08:00:00,2026-06-18T21:00:00,5591,919953,Reefer,Tier 3
SH921,Port of Hamburg,Port of Shanghai,Oceanic Link,Air,2026-06-03T08:00:00,2026-06-03T08:00:00,6947,3489187,Open Top,Tier 3
SH922,Port of Tokyo,Port of Sydney,Global Trans,Rail,2026-06-14T08:00:00,2026-06-20T02:00:00,8769,3567778,Reefer,Tier 3
SH923,Port of Mumbai,Port of New York,Atlas Freight,Air,2026-06-21T08:00:00,2026-06-21T04:00:00,3589,9769987,Dry Van,Tier 3
SH924,Port of Rotterdam,Port of Shanghai,Swift Logistics,Air,2026-06-27T08:00:00,2026-06-27T03:00:00,2631,9485754,Flat Rack,Tier 3
SH925,Port of Hamburg,Port of Sydney,Swift Logistics,Air,2026-06-29T08:00:00,2026-06-29T01:00:00,1034,872564,Standard,Tier 3
SH926,Port of Mumbai,Port of Hamburg,Global Trans,Ocean,2026-06-10T08:00:00,2026-06-11T09:00:00,1672,2598600,Dry Van,Tier 3
SH927,Port of Newark,Port of London,Swift Logistics,Road,2026-06-12T08:00:00,2026-06-19T07:00:00,12289,2176861,Reefer,Tier 3
SH928,Port of Tokyo,Port of New York,Global Trans,Ocean,2026-06-19T08:00:00,2026-06-24T23:00:00,7165,948704,Dry Van,Tier 2
SH929,Port of Shanghai,Port of Sydney,Atlas Freight,Air,2026-06-25T08:00:00,2026-06-25T17:00:00,14208,1746609,Reefer,Tier 3
SH930,Port of Los Angeles,Port of Hamburg,Apex Cargo,Road,2026-06-06T08:00:00,2026-06-06T16:00:00,1141,1429339,Standard,Tier 3
SH931,Port of Newark,Port of London,Swift Logistics,Road,2026-06-08T08:00:00,2026-06-10T09:00:00,4018,5751048,Open Top,Tier 2
SH932,Port of Singapore,Port of Dubai,Atlas Freight,Ocean,2026-06-08T08:00:00,2026-06-09T00:00:00,1239,9685337,Flat Rack,Tier 3
SH933,Port of Los Angeles,Port of London,Global Trans,Rail,2026-06-21T08:00:00,2026-06-28T15:00:00,10992,8886621,Reefer,Tier 2
SH934,Port of Los Angeles,Port of Hamburg,Atlas Freight,Rail,2026-06-12T08:00:00,2026-06-17T04:00:00,7498,8811753,Flat Rack,Tier 2
SH935,Port of Singapore,Port of Shanghai,Global Trans,Air,2026-06-08T08:00:00,2026-06-08T02:00:00,2180,2654325,Dry Van,Tier 1
SH936,Port of Hamburg,Port of Singapore,Apex Cargo,Ocean,2026-06-24T08:00:00,2026-06-30T19:00:00,14193,2386806,Standard,Tier 2
SH937,Port of Los Angeles,Port of Mumbai,Atlas Freight,Rail,2026-06-14T08:00:00,2026-06-21T10:00:00,10687,6658687,Reefer,Tier 1
SH938,Port of Shanghai,Port of Sydney,Global Trans,Rail,2026-06-25T08:00:00,2026-06-30T02:00:00,14557,6103912,Dry Van,Tier 3
SH939,Port of Los Angeles,Port of Shanghai,Apex Cargo,Road,2026-06-18T08:00:00,2026-06-19T20:00:00,3123,2811158,Standard,Tier 3
SH940,Port of Tokyo,Port of Mumbai,Apex Cargo,Air,2026-06-18T08:00:00,2026-06-18T11:00:00,9287,6165762,Reefer,Tier 2
SH941,Port of Mumbai,Port of Singapore,Apex Cargo,Air,2026-06-02T08:00:00,2026-06-02T01:00:00,808,7945945,Open Top,Tier 3
SH942,Port of Singapore,Port of Hamburg,Atlas Freight,Ocean,2026-06-19T08:00:00,2026-06-20T04:00:00,1442,7123575,Standard,Tier 2
SH943,Port of Singapore,Port of London,Swift Logistics,Air,2026-06-02T08:00:00,2026-06-02T12:00:00,9994,2920581,Standard,Tier 1
SH944,Port of Hamburg,Port of Mumbai,Global Trans,Ocean,2026-06-13T08:00:00,2026-06-25T10:00:00,14947,4293460,Reefer,Tier 3
SH945,Port of Rotterdam,Port of London,Swift Logistics,Air,2026-06-12T08:00:00,2026-06-12T03:00:00,3163,2731722,Reefer,Tier 3
SH946,Port of Singapore,Port of Dubai,Atlas Freight,Rail,2026-06-02T08:00:00,2026-06-07T00:00:00,7237,8580508,Flat Rack,Tier 3
SH947,Port of Tokyo,Port of London,Global Trans,Air,2026-06-15T08:00:00,2026-06-15T04:00:00,3659,9107483,Open Top,Tier 3
SH948,Port of Hamburg,Port of New York,Apex Cargo,Road,2026-06-14T08:00:00,2026-06-21T04:00:00,12093,2130563,Flat Rack,Tier 2
SH949,Port of Singapore,Port of Shanghai,Global Trans,Rail,2026-06-15T08:00:00,2026-06-20T01:00:00,7282,7719510,Open Top,Tier 3
SH950,Port of Newark,Port of Sydney,Apex Cargo,Air,2026-06-29T08:00:00,2026-06-29T14:00:00,11316,8664787,Dry Van,Tier 3
SH951,Port of Hamburg,Port of Shanghai,Apex Cargo,Ocean,2026-06-13T08:00:00,2026-06-18T22:00:00,7139,6162240,Dry Van,Tier 3
SH952,Port of Tokyo,Port of Dubai,Apex Cargo,Road,2026-06-12T08:00:00,2026-06-19T15:00:00,12855,6397572,Reefer,Tier 1
SH953,Port of Singapore,Port of London,Oceanic Link,Rail,2026-06-24T08:00:00,2026-06-29T16:00:00,8188,3003028,Open Top,Tier 2
SH954,Port of Rotterdam,Port of London,Global Trans,Air,2026-06-10T08:00:00,2026-06-10T02:00:00,2368,3640511,Reefer,Tier 2
SH955,Port of Mumbai,Port of London,Apex Cargo,Ocean,2026-06-19T08:00:00,2026-06-29T17:00:00,12858,6877575,Standard,Tier 3
SH956,Port of Singapore,Port of Dubai,Oceanic Link,Road,2026-06-22T08:00:00,2026-06-26T08:00:00,7321,7408862,Flat Rack,Tier 2
SH957,Port of Rotterdam,Port of Hamburg,Atlas Freight,Air,2026-06-04T08:00:00,2026-06-04T13:00:00,10743,2424494,Reefer,Tier 1
SH958,Port of Shanghai,Port of Singapore,Atlas Freight,Air,2026-06-18T08:00:00,2026-06-18T12:00:00,10135,4075282,Standard,Tier 3
SH959,Port of Rotterdam,Port of Dubai,Oceanic Link,Road,2026-06-13T08:00:00,2026-06-18T07:00:00,8917,9868216,Open Top,Tier 2
SH960,Port of Singapore,Port of Shanghai,Atlas Freight,Air,2026-06-26T08:00:00,2026-06-26T04:00:00,3907,829105,Reefer,Tier 2
SH961,Port of Shanghai,Port of Dubai,Swift Logistics,Rail,2026-06-06T08:00:00,2026-06-11T23:00:00,8598,6625273,Reefer,Tier 3
SH962,Port of Tokyo,Port of New York,Atlas Freight,Ocean,2026-06-02T08:00:00,2026-06-14T09:00:00,14894,2520856,Open Top,Tier 3
SH963,Port of Shanghai,Port of Singapore,Swift Logistics,Road,2026-06-25T08:00:00,2026-06-27T16:00:00,4522,8787456,Open Top,Tier 2
SH964,Port of Tokyo,Port of London,Swift Logistics,Rail,2026-06-03T08:00:00,2026-06-12T13:00:00,13747,8541485,Open Top,Tier 2
SH965,Port of Mumbai,Port of Hamburg,Global Trans,Ocean,2026-06-23T08:00:00,2026-06-30T20:00:00,9445,441670,Open Top,Tier 1
SH966,Port of Hamburg,Port of London,Atlas Freight,Road,2026-06-23T08:00:00,2026-06-27T23:00:00,8365,9695910,Flat Rack,Tier 1
SH967,Port of Los Angeles,Port of Shanghai,Apex Cargo,Ocean,2026-06-13T08:00:00,2026-06-21T21:00:00,10690,2871105,Flat Rack,Tier 3
SH968,Port of Singapore,Port of New York,Atlas Freight,Rail,2026-06-25T08:00:00,2026-06-30T21:00:00,14279,2646882,Flat Rack,Tier 2
SH969,Port of Los Angeles,Port of London,Atlas Freight,Road,2026-06-10T08:00:00,2026-06-15T11:00:00,9237,1047057,Flat Rack,Tier 1
SH970,Port of Shanghai,Port of London,Apex Cargo,Air,2026-06-19T08:00:00,2026-06-19T08:00:00,7037,3668313,Dry Van,Tier 3
SH971,Port of Hamburg,Port of Mumbai,Atlas Freight,Ocean,2026-06-17T08:00:00,2026-06-27T10:00:00,12506,3089316,Flat Rack,Tier 1
SH972,Port of Hamburg,Port of Dubai,Oceanic Link,Air,2026-06-11T08:00:00,2026-06-11T03:00:00,3026,1535619,Flat Rack,Tier 3
SH973,Port of Tokyo,Port of Dubai,Atlas Freight,Air,2026-06-11T08:00:00,2026-06-11T18:00:00,14657,612167,Standard,Tier 3
SH974,Port of Shanghai,Port of Sydney,Global Trans,Rail,2026-06-26T08:00:00,2026-06-30T08:00:00,12029,7969710,Standard,Tier 3
SH975,Port of Rotterdam,Port of London,Atlas Freight,Road,2026-06-22T08:00:00,2026-06-24T18:00:00,4675,4864647,Open Top,Tier 2
SH976,Port of Shanghai,Port of Sydney,Apex Cargo,Rail,2026-06-01T08:00:00,2026-06-02T14:00:00,2312,7371105,Standard,Tier 2
SH977,Port of Shanghai,Port of London,Swift Logistics,Air,2026-06-25T08:00:00,2026-06-25T06:00:00,4872,7102514,Standard,Tier 2
SH978,Port of Tokyo,Port of London,Apex Cargo,Road,2026-06-21T08:00:00,2026-06-24T22:00:00,6599,268547,Open Top,Tier 1
SH979,Port of Newark,Port of Singapore,Swift Logistics,Ocean,2026-06-19T08:00:00,2026-06-24T02:00:00,6116,5262360,Standard,Tier 3
SH980,Port of Rotterdam,Port of Shanghai,Global Trans,Air,2026-06-04T08:00:00,2026-06-04T01:00:00,814,2643050,Reefer,Tier 2
SH981,Port of Rotterdam,Port of Mumbai,Apex Cargo,Road,2026-06-04T08:00:00,2026-06-07T14:00:00,6085,8955808,Open Top,Tier 1
SH982,Port of Mumbai,Port of Hamburg,Apex Cargo,Air,2026-06-19T08:00:00,2026-06-19T00:00:00,703,5471251,Flat Rack,Tier 2
SH983,Port of Newark,Port of New York,Apex Cargo,Air,2026-06-17T08:00:00,2026-06-17T13:00:00,10653,8656776,Dry Van,Tier 3
SH984,Port of Mumbai,Port of Sydney,Swift Logistics,Road,2026-06-28T08:00:00,2026-06-30T07:00:00,8900,5182928,Open Top,Tier 2
SH985,Port of Newark,Port of Sydney,Apex Cargo,Road,2026-06-01T08:00:00,2026-06-02T08:00:00,2249,9609250,Flat Rack,Tier 3
SH986,Port of Hamburg,Port of Mumbai,Apex Cargo,Ocean,2026-06-16T08:00:00,2026-06-17T16:00:00,2045,5524106,Open Top,Tier 3
SH987,Port of Mumbai,Port of Sydney,Atlas Freight,Air,2026-06-08T08:00:00,2026-06-08T01:00:00,1178,6175488,Flat Rack,Tier 2
SH988,Port of Mumbai,Port of Shanghai,Global Trans,Road,2026-06-27T08:00:00,2026-06-30T06:00:00,5527,3782517,Dry Van,Tier 2
SH989,Port of Shanghai,Port of New York,Swift Logistics,Road,2026-06-07T08:00:00,2026-06-10T02:00:00,5189,6655188,Open Top,Tier 3
SH990,Port of Los Angeles,Port of Shanghai,Oceanic Link,Rail,2026-06-23T08:00:00,2026-06-28T11:00:00,7871,2100241,Dry Van,Tier 1
SH991,Port of Newark,Port of Sydney,Apex Cargo,Air,2026-06-25T08:00:00,2026-06-25T04:00:00,3882,6234398,Standard,Tier 2
SH992,Port of Tokyo,Port of Sydney,Global Trans,Ocean,2026-06-12T08:00:00,2026-06-17T04:00:00,6239,3707905,Reefer,Tier 2
SH993,Port of Tokyo,Port of Hamburg,Global Trans,Air,2026-06-07T08:00:00,2026-06-07T08:00:00,7106,1767355,Reefer,Tier 3
SH994,Port of Mumbai,Port of Hamburg,Swift Logistics,Rail,2026-06-06T08:00:00,2026-06-07T18:00:00,2542,4735942,Reefer,Tier 1
SH995,Port of Hamburg,Port of Dubai,Swift Logistics,Air,2026-06-03T08:00:00,2026-06-03T11:00:00,9109,7687547,Reefer,Tier 2
SH996,Port of Rotterdam,Port of New York,Global Trans,Road,2026-06-24T08:00:00,2026-06-30T13:00:00,14390,763391,Standard,Tier 3
SH997,Port of Singapore,Port of Sydney,Global Trans,Road,2026-06-05T08:00:00,2026-06-09T07:00:00,7243,2070880,Open Top,Tier 2
SH998,Port of Newark,Port of Hamburg,Oceanic Link,Road,2026-06-03T08:00:00,2026-06-11T00:00:00,13504,1305959,Open Top,Tier 3
SH999,Port of Rotterdam,Port of Sydney,Oceanic Link,Ocean,2026-06-12T08:00:00,2026-06-20T05:00:00,9883,7620095,Dry Van,Tier 2
SH1000,Port of Shanghai,Port of London,Atlas Freight,Air,2026-06-04T08:00:00,2026-06-04T01:00:00,1345,3819484,Dry Van,Tier 3
SH1001,Port of Newark,Port of Mumbai,Swift Logistics,Ocean,2026-06-02T08:00:00,2026-06-04T02:00:00,2524,3296849,Standard,Tier 3
SH1002,Port of Los Angeles,Port of Sydney,Swift Logistics,Road,2026-06-26T08:00:00,2026-06-30T16:00:00,11213,1484730,Dry Van,Tier 2
SH1003,Port of Los Angeles,Port of Shanghai,Apex Cargo,Rail,2026-06-13T08:00:00,2026-06-21T14:00:00,12378,7751516,Standard,Tier 1
SH1004,Port of Los Angeles,Port of London,Global Trans,Ocean,2026-06-24T08:00:00,2026-06-29T13:00:00,6683,6591173,Flat Rack,Tier 1
SH1005,Port of Hamburg,Port of Dubai,Swift Logistics,Air,2026-06-02T08:00:00,2026-06-02T04:00:00,3386,9849796,Reefer,Tier 3
SH1006,Port of Rotterdam,Port of Shanghai,Swift Logistics,Ocean,2026-06-20T08:00:00,2026-06-24T12:00:00,5434,7100305,Standard,Tier 1
SH1007,Port of Shanghai,Port of Hamburg,Global Trans,Rail,2026-06-06T08:00:00,2026-06-10T21:00:00,7039,2076182,Standard,Tier 2
SH1008,Port of Hamburg,Port of Shanghai,Swift Logistics,Air,2026-06-20T08:00:00,2026-06-20T12:00:00,9785,4425717,Reefer,Tier 3
SH1009,Port of Shanghai,Port of Singapore,Atlas Freight,Ocean,2026-06-15T08:00:00,2026-06-18T16:00:00,4432,8107907,Standard,Tier 2
SH1010,Port of Hamburg,Port of Shanghai,Global Trans,Air,2026-06-10T08:00:00,2026-06-10T12:00:00,10089,6152493,Dry Van,Tier 2
